id_offer,id_cv,Job relevance,Education,SmartWork,Experience_abroad,City,Skills,Soft-skills,Age,Experience,Salary,Language,score
0.0,0.0,-0.25974026,-0.36363637,0.0,0.012987013,0.02273329,0.0,0.0,0.029684603,0.034632035,0.025974026,0.0,-0.4040189799177467
0.0,1.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.017002294,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.7921201565673104
0.0,2.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.022203429,0.0,0.0,0.051948052,0.034632035,0.025974026,0.0,-0.5796069325491835
0.0,3.0,-0.25974026,0.18181819,0.0,0.012987013,0.015135155,0.0,0.038961038,0.037105754,0.025974026,0.025974026,0.0,-0.01752801424191891
0.0,4.0,-0.25974026,0.18181819,0.0,-0.012987013,0.020002196,0.0,0.038961038,0.0,0.034632035,0.025974026,0.0,-0.28404828956179734
0.0,5.0,-0.25974026,0.18181819,0.0,0.012987013,0.011167602,0.0,0.038961038,0.0,0.04329004,0.025974026,0.0,0.1401351366374608
0.0,6.0,0.25974026,-0.36363637,0.0,0.012987013,0.021230124,0.20779221,0.038961038,0.0,0.051948052,0.025974026,0.0,0.23934981668551727
0.0,7.0,-0.25974026,-0.18181819,0.0,0.012987013,0.02301462,0.0,0.038961038,0.0,0.051948052,0.025974026,0.0,-0.3771116554564361
0.0,8.0,-0.25974026,-0.36363637,0.0,-0.012987013,0.023871409,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.5908195439826359
0.0,9.0,-0.25974026,0.18181819,0.0,-0.012987013,0.022939257,0.0,0.0,0.051948052,0.025974026,0.025974026,0.012987013,0.26232343615138076
0.0,10.0,-0.25974026,0.18181819,0.0,-0.012987013,0.016201437,0.0,0.038961038,0.0,0.051948052,0.025974026,0.0,-0.5252940203214168
0.0,11.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.023190917,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.17722505065328964
0.0,12.0,-0.25974026,-0.36363637,0.0,-0.012987013,0.022005424,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-1.3512704484104763
0.0,13.0,0.25974026,-0.36363637,0.0,0.012987013,0.002753451,0.20779221,0.077922076,0.0,0.051948052,0.025974026,0.012987013,0.79032163626073
0.0,14.0,-0.25974026,0.18181819,0.0,0.012987013,0.024536436,0.0,0.038961038,0.037105754,0.051948052,0.025974026,0.0,-0.034278417506344055
0.0,15.0,-0.25974026,-0.36363637,0.0,-0.012987013,0.0133602945,0.0,0.0,0.02226345,0.034632035,0.025974026,0.0,-0.38105485103479353
0.0,16.0,-0.25974026,-0.18181819,0.0,0.012987013,0.011921714,0.0,0.0,0.007421151,0.051948052,0.0,0.0,-0.41829657760111505
0.0,17.0,-0.25974026,0.18181819,0.0,0.012987013,0.02257078,0.0,0.038961038,0.051948052,0.04329004,0.025974026,0.0,0.16368333703980822
0.0,18.0,0.25974026,-0.18181819,0.0,0.012987013,0.01944464,0.15584415,0.116883114,0.051948052,0.025974026,0.025974026,0.0,0.7312412471732173
0.0,19.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.023338698,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.2559025874090608
0.0,20.0,-0.25974026,-0.18181819,0.0,0.012987013,0.008949507,0.0,0.038961038,0.0,0.051948052,0.025974026,0.0,-0.5670771125318794
0.0,21.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.023069527,0.0,0.0,0.037105754,0.04329004,0.025974026,0.0,-0.23192643001542634
0.0,22.0,-0.25974026,-0.36363637,0.0,-0.012987013,0.009606368,0.19480519,0.0,0.0445269,0.025974026,0.025974026,0.0,-0.2540816047957434
0.0,23.0,-0.25974026,-0.36363637,0.0,0.012987013,0.010534494,0.0,0.0,0.037105754,0.051948052,0.025974026,0.012987013,-0.6829513719053042
0.0,24.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.021063583,0.0,0.038961038,0.051948052,0.051948052,0.025974026,0.0,-0.2955709708584075
0.0,25.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.022220735,0.0,0.0,0.0,0.051948052,0.0,0.0,-0.1062320366192383
0.0,26.0,-0.25974026,-0.36363637,0.0,0.012987013,0.023914818,0.0,0.038961038,0.0,0.051948052,0.025974026,0.0,-0.46424604155192634
0.0,27.0,-0.25974026,0.18181819,0.0,-0.012987013,0.010955541,0.0,0.0,0.0,0.04329004,0.025974026,0.0,-0.40408939739529337
0.0,28.0,-0.25974026,-0.18181819,0.0,0.012987013,0.010137702,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.8091942886114949
0.0,29.0,-0.25974026,-0.18181819,0.0,0.012987013,0.011551638,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.08073900555727154
0.0,30.0,-0.25974026,-0.36363637,0.0,-0.012987013,0.023849947,0.0,0.0,0.051948052,0.034632035,0.025974026,0.0,-0.7060041532185137
0.0,31.0,-0.25974026,-0.18181819,0.0,-0.012987013,0.024240758,0.0,0.038961038,0.051948052,0.051948052,0.025974026,0.0,-0.21211560564176157
0.0,32.0,-0.25974026,-0.36363637,0.0,0.012987013,0.010249783,0.0,0.038961038,0.051948052,0.051948052,0.025974026,0.0,-0.4543473154506539
0.0,33.0,-0.25974026,-0.36363637,0.0,0.012987013,0.021736853,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.4775927272331068
0.0,34.0,-0.25974026,-0.18181819,0.0,0.012987013,0.023358114,0.0,0.0,0.0,0.051948052,0.025974026,0.0,-0.6553983318336173
0.0,35.0,-0.25974026,0.18181819,0.0,-0.012987013,0.0021182438,0.0,0.0,0.029684603,0.025974026,0.025974026,0.0,-0.6263669941558412
0.0,36.0,-0.25974026,-0.18181819,0.0,0.012987013,0.0039178473,0.0,0.077922076,0.051948052,0.051948052,0.025974026,0.0,-0.35069105227098474
0.0,37.0,-0.25974026,0.18181819,0.0,-0.012987013,0.011921714,0.0,0.038961038,0.037105754,0.051948052,0.025974026,0.0,0.5499016627568001
