qId,kId,Education,City,Skills,SoftSkills,Age,Language,Certificates,Experience,Salary,SmartWork,Experience_abroad,score,w_score,relevance
41,154,1.0,0.6362855,0.0,0.0,1.0,0.0,0.2857143,0.0,0.0,0,0,2.939968213375381,0.15177515370981753,1
25,84,1.0,0.3955288,0.0,0.33333334,1.0,0.0,0.0,0.0,1.0,0,0,3.63556506324006,0.40171868778010356,2
48,242,0.8,1.0,0.0,0.0,0.14285715,0.0,0.2,0.0,0.0,0,0,2.063428735635748,0.130412193433461,1
31,28,0.6,1.0,0.0,0.0,0.2857143,0.0,0.0,0.0,1.0,0,1,3.8984015000909027,0.10426335140008247,1
14,129,1.0,0.28460878,0.0,0.0,0.85714287,0.0,0.0,0.0,0.0,0,1,3.2840419317170215,0.1864312836310763,1
8,33,0.8,0.4471195,0.0,0.5,1.0,0.0,0.6666667,0.0,0.0,0,0,3.5347880436795815,0.38023645921592075,2
4,148,0.8,0.55030096,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,4.319420713897593,0.36465881089096447,2
0,278,0.8,0.744626,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.923322282654675,0.21176689492877715,1
21,284,1.0,0.29148754,0.0,0.0,1.0,0.083333336,0.0,0.0,0.0,0,0,2.4961003479111596,0.2290858823066905,1
14,227,1.0,0.8538263,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,5.952120277921805,0.2963128671050938,1
27,152,1.0,0.70249355,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2.2483918975543102,0.2464402950642357,1
3,222,1.0,0.8435082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.8887773211631038,0.10288067891689881,1
45,37,1.0,0.96990544,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0,1,4.422702964104424,0.215980030984865,1
33,133,0.6,0.7901978,0.0,0.0,0.85714287,0.7777778,1.0,0.0,1.0,0,0,4.979916228889738,0.40600001973153543,2
47,62,0.8,0.8478074,0.0,0.0,0.42857143,0.33333334,0.0,0.0,1.0,0,0,3.503926797633244,0.13453923926635888,1
38,255,1.0,0.24677558,0.0,0.0,0.5714286,0.5,0.0,0.0,1.0,0,0,3.3502893193190575,0.3983379177823485,2
4,155,1.0,1.0,0.0,0.0,0.71428573,1.0,0.0,0.0,1.0,0,1,5.718368777518396,0.27220588891358366,1
46,74,1.0,0.794497,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0,0,4.289655647816184,0.33955840491932815,2
45,163,1.0,0.34393808,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0,0,3.907679081556852,0.14526684474218135,1
10,299,0.6,0.53310406,0.0,0.0,0.5714286,0.0,0.0,0.0,1.0,0,1,3.770491259459856,0.07922077432764313,1
47,299,0.8,0.3327601,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,4.177357974811474,0.3315373597710922,2
22,263,1.0,0.96302664,0.0,0.0,0.85714287,0.0,0.0,0.0,1.0,0,0,3.8624943026558705,0.0812848601221397,1
3,255,1.0,0.3121238,0.0,0.0,0.85714287,0.0,0.0,0.0,0.8,0,0,3.15068510696031,0.2522187971620439,1
27,129,1.0,0.8271711,0.0,0.0,0.85714287,0.0,0.0,0.0,0.0,0,1,3.6176593332792213,0.07219625897018805,1
34,168,0.8,0.9862425,0.33333334,0.6666667,0.0,0.0,0.6666667,1.0,1.0,0,0,5.4707103360084925,0.5246295003184224,2
31,13,0.8,0.35855547,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0,1,3.4626897688028886,0.15092590069736428,1
18,233,0.8,0.8005159,0.0,0.0,0.42857143,0.0,0.0,0.0,1.0,0,0,3.2619229361089026,0.3154071836721452,1
10,281,0.8,0.90197766,0.0,0.33333334,1.0,0.0,0.0,0.0,1.0,0,0,4.107639110894184,0.3706062344730253,2
30,182,0.8,0.5726569,0.25,0.0,0.2857143,0.0,1.0,0.0,1.0,0,0,3.82602966174079,0.27804784829878304,1
6,178,1.0,0.8770421,0.0,0.0,1.0,0.0,0.6666667,0.0,1.0,0,0,4.260957193622505,0.4170632338859172,2
17,294,1.0,0.58469474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,3.5904112870331995,0.03331348209047777,0
28,115,0.6,0.20550302,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0,0,2.85177382676282,0.15928456334933214,1
3,125,1.0,0.29320723,0.0,0.0,1.0,0.0,0.27272728,0.0,0.0,0,0,2.6571959117970283,0.48624412115314775,2
13,118,0.8,0.92089427,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,4.641719736719345,0.4904761918343439,2
40,200,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,4.9981085019209335,0.19864374629954085,1
31,162,0.8,0.86156493,0.0,0.0,0.5714286,0.0,0.0,0.0,0.0,0,1,3.4156678427843525,0.2860921602659384,1
2,165,0.6,0.45915735,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.126314808514542,0.31869165143769906,2
3,73,1.0,0.68787616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.7152159451269267,0.3702882215262854,2
18,162,1.0,0.7153912,0.0,0.2,0.5714286,0.0,0.0,0.0,0.0,0,0,2.3549598733468358,0.08585812123229486,1
34,40,0.8,0.30524504,0.0,0.0,0.0,0.5,0.33333334,0.0,0.0,0,1,2.898882257510447,0.42431686004889746,2
20,160,1.0,0.7188306,0.0,0.0,0.5714286,0.33333334,0.0,0.0,1.0,0,1,4.708784779184897,0.3074566275755082,1
