qId,kId,Education,City,Skills,SoftSkills,Age,Language,Certificates,Experience,Salary,SmartWork,Experience_abroad,score,w_score,relevance
0,1,1.0,0.9509888,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.9854305760110895,0.3896894414650073,2
0,3,1.0,0.82545143,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0,0,2.996277293868296,0.3225072061456244,2
0,4,1.0,0.48581254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.594633008862794,0.1057561799951904,1
0,5,0.6,0.9656062,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.024807203993153,0.3401852815591144,2
0,6,1.0,0.45743766,0.0,0.4,1.0,0.5,0.0,0.0,1.0,0,0,4.304824699000992,0.3449227479019541,2
0,8,0.6,0.30782458,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0,0,3.170957354407005,0.353734538518385,2
0,10,0.6,0.6603611,0.0,0.2,1.0,0.5,0.0,0.0,1.0,0,0,3.9124773567177376,0.4570882301760959,2
0,11,0.4,0.41702494,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.3840744758549426,0.2964846497448803,1
0,15,0.8,0.76526225,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0,0,2.7887550980075533,0.3473628441343245,2
0,16,0.6,0.8194325,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.036169629447327,0.1622338184535615,1
0,17,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.671469157983867,0.2434922419082253,1
0,20,1.0,0.7644024,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.224815034769454,0.4777918994824139,2
0,22,0.8,0.9785039,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.881910767739573,0.1341948607278026,1
0,23,1.0,0.83576953,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0,0,4.306892561320045,0.3866491651703997,2
0,25,0.8,0.6990542,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0,0,3.9898554337023193,0.2511568637278795,1
0,30,0.6,0.32846087,0.0,0.2,1.0,0.5,0.0,0.0,0.0,0,0,2.620059743378642,0.0523225699085636,0
0,34,1.0,0.96302664,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0,0,4.335329510391407,0.3466800282624811,2
0,37,0.8,0.816853,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.594320111174263,0.324731068566726,2
0,38,0.6,0.29922614,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.4581972042079023,0.2192949521021339,1
0,39,0.6,0.5907137,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.832689617427202,0.1569158097054027,1
0,40,0.8,0.21410146,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.113785653230014,0.1565220717271751,1
0,41,0.6,0.26655203,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,2.9358554018379768,0.3151388755173202,1
0,42,1.0,0.41874462,0.0,0.2,1.0,0.1,0.0,0.0,1.0,0,0,3.832794881218705,0.2821286848573625,1
0,43,0.4,0.7781599,0.0,0.0,0.5714286,0.5,0.0,0.0,1.0,0,0,3.234686478579485,0.1342816842780662,1
0,44,0.8,1.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0,0,3.9108988151024806,0.4717378938194476,2
0,45,0.8,0.8770421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.608511467723251,0.1322404873553353,1
0,46,0.6,0.43250215,0.0,0.2,0.42857143,0.0,0.0,0.0,0.0,0,0,1.860494105230058,0.0929213863281274,1
0,47,0.8,0.94840926,0.0,0.4,1.0,1.0,0.0,0.0,1.0,0,0,5.266541400887185,0.5824415058115502,3
0,48,0.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,6.716081637897367,0.8359126693576758,4
0,50,0.6,0.9828031,0.0,0.0,0.85714287,0.0,0.0,0.0,1.0,0,0,3.3697005099833635,0.1986246104845646,1
0,51,0.6,1.0,0.0,0.0,0.85714287,0.0,0.0,0.0,1.0,0,0,3.640757357639674,0.0185696020896986,0
0,52,0.8,0.62252796,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.404446157966139,0.250359077821095,1
0,53,0.6,0.18314703,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.140984819184426,0.3457846476922451,2
0,54,0.8,0.72141016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.427652660857616,0.2686718719979349,1
0,56,0.8,0.9062769,0.0,0.2,0.71428573,0.625,0.0,0.0,1.0,0,0,4.345609782923481,0.438839304998954,2
0,57,1.0,0.7162511,0.0,0.0,0.42857143,0.0,0.0,0.0,1.0,0,0,3.1733142191135792,0.3124970102491968,1
0,58,0.4,0.9518487,0.0,0.2,0.14285715,0.5,0.0,0.0,1.0,0,0,3.3521478408541574,0.1405892006684428,1
0,60,0.8,0.91745484,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.161923735771967,0.3489157439531695,2
0,62,0.6,0.71711093,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.8504956689846552,0.1593844245777756,1
0,65,0.8,0.5898538,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.79123736301302,0.2562158041638885,1
0,68,0.8,0.52364576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.43712028599923,0.0910040733869135,1
0,70,1.0,0.8839209,0.0,0.2,1.0,0.25,0.0,0.0,0.0,0,0,3.348594769331777,0.280024904028155,1
0,76,0.6,0.87532246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.4715369365703657,0.1842902342765007,1
0,78,0.8,0.3955288,0.0,0.0,0.5714286,0.0,0.0,0.0,1.0,0,0,2.7199205977456784,0.2546855152589679,1
0,80,1.0,0.71969044,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,4.795612193009586,0.2898422202425777,1
0,82,1.0,0.2416165,0.0,0.0,0.14285715,1.0,0.0,0.0,1.0,0,0,3.3094788865729323,0.427361368968845,2
0,83,0.6,0.9449699,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.930896196995641,0.1806635951842395,1
0,84,1.0,0.288908,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.2667423298291163,0.2774050147517692,1
0,85,0.6,1.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0,0,3.868971622998597,0.2832064984856092,1
0,86,1.0,0.9320722,0.0,0.0,0.71428573,0.0,0.0,0.0,1.0,0,0,3.805559883488326,0.0147647108347615,0
0,87,0.8,0.89251935,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.047012372247727,0.1649914270496437,1
0,91,0.6,0.80911434,0.0,0.0,0.2857143,0.0,0.0,0.0,1.0,0,0,2.681509019839105,0.1140381988682659,1
0,92,0.8,0.6715391,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.576728534687062,0.1986744689085239,1
0,93,0.6,0.95786756,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.4488482159011644,0.1555905606234925,1
0,94,1.0,0.39122957,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,0,2.926822142467088,0.3313561813893536,2
0,95,0.6,0.9595873,0.0,0.2,1.0,0.5,0.0,0.0,1.0,0,0,4.250455854289628,0.0880739449595029,1
0,96,0.8,0.5477214,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.152550754569479,0.3390095210093575,2
0,97,1.0,0.8839209,0.0,0.2,1.0,0.25,0.0,0.0,1.0,0,0,4.296086333421755,0.4213758481227032,2
0,99,0.6,0.9595873,0.0,0.0,0.85714287,0.5,0.0,0.0,1.0,0,0,3.781595532671621,0.2060312958040587,1
0,101,0.6,0.8383491,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,4.087942097685081,0.3927709065725419,2
0,103,0.8,0.5090284,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,0,2.7655797334103758,0.2122569013084431,1
