qId,kId,Education,City,Skills,SoftSkills,Age,Language,Certificates,Experience,Salary,SmartWork,Experience_abroad,score,w_score,relevance
47,232,0.8,0.5838349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,3.3099801142051666,0.1483370724316536,1
3,191,1.0,0.50730866,0.0,0.0,1.0,0.0,0.6363636,0.0,0.0,0,0,3.113131430774661,0.365754676884265,2
18,98,0.8,0.16680998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2.954084527369609,0.1349633409917806,1
45,126,1.0,0.9750645,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0,0,3.807196814546467,0.3195052390463822,2
27,119,1.0,0.97248495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.9303853912153053,0.0917740249855992,1
5,88,1.0,0.9862425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2.9817283098416545,0.2881463397907033,1
48,93,0.6,0.8916595,0.0,0.33333334,0.0,0.0,0.4,0.0,0.0,0,0,2.185213996990459,0.3551748563275313,2
5,90,1.0,0.8245916,0.0,0.0,0.42857143,0.0,0.0,0.0,0.0,0,0,2.0474538751811995,0.2102691838794777,1
4,286,1.0,0.6715391,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,5.660587843180251,0.584740199866827,3
31,194,0.6,1.0,0.0,0.0,0.2857143,0.0,0.0,0.0,1.0,0,0,2.8758152830637083,0.2193105906529585,1
1,62,0.8,0.7420464,0.0,0.4,1.0,0.0,0.7777778,0.0,1.0,0,0,4.644704481981762,0.4761496907770858,2
25,290,0.8,0.966466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.838632556669896,0.1561107943853584,1
8,240,0.6,0.9750645,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.5423473955096814,0.0204918883085649,0
38,53,1.0,0.17368874,0.0,0.25,0.5714286,0.6,0.0,0.0,1.0,0,0,3.5466569710784803,0.2687129891644638,1
49,104,1.0,0.4617369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2.6344472565730084,0.3817314686161958,2
3,27,1.0,0.2622528,0.0,0.0,1.0,0.0,0.8181818,0.0,1.0,0,0,3.943023549302048,0.3706653891242065,2
41,76,1.0,0.7085125,0.0,0.0,1.0,0.0,0.42857143,0.0,0.0,0,0,3.05544758399796,0.3740812168526616,2
33,160,0.8,0.61822873,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,0,0,2.780913947705645,0.0217522951783743,0
17,97,1.0,0.7085125,0.0,0.0,0.0,0.6666667,0.11111111,0.0,0.0,0,1,3.588427187596598,0.2584416571250559,1
36,33,1.0,0.96474636,0.5,0.8,1.0,0.0,0.5,1.0,0.0,0,0,5.708355552027824,0.528992791103147,2
5,39,0.8,0.9346518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2.695921404614024,0.3587601042916071,2
23,79,1.0,0.8865004,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0,0,3.942135281061624,0.3775761879731685,2
31,166,1.0,0.49871024,0.0,0.0,0.85714287,0.0,0.0,0.0,0.0,0,0,2.35277963395012,0.4186691508473345,2
31,264,0.6,0.31900257,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,3.7424964754979455,0.2083893685050753,1
32,243,1.0,0.85210663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2.802965952567226,0.4083513578512847,2
22,143,1.0,0.92433363,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,4.879149052515379,0.2205564648562995,1
12,128,1.0,0.78589857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.84145713667349,0.2202384200323315,1
48,86,1.0,0.83748925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.916257596553781,0.3655793776362864,2
42,280,1.0,0.6870163,0.0,0.0,0.71428573,0.5,0.0,0.0,0.0,0,0,2.8455848192185496,0.6280896022960304,3
43,75,0.8,0.2588134,0.0,0.0,0.5714286,0.33333334,0.0,0.0,0.0,0,0,1.7088425278876491,0.3335820813860914,2
28,190,0.6,0.8933792,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0,0,3.658489682896156,0.33821573016336,2
46,236,0.8,0.216681,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.017081486484159,0.1396559734831598,1
13,161,1.0,0.33361995,0.0,0.0,1.0,0.33333334,0.0,0.0,1.0,1,0,4.689190444186924,0.3754916025402267,2
32,179,0.8,0.8744626,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,1,3.080660161328124,0.2219888016595635,1
29,152,1.0,0.74548584,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0,0,1.9777870382971448,0.2672488129677672,1
43,115,0.8,1.0,0.0,0.2,1.0,0.33333334,0.0,0.0,1.0,0,0,4.375379448200231,0.441752023154604,2
35,159,1.0,0.6792777,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0,0,2.8656042962983115,0.3240263529175823,2
27,113,1.0,0.53138435,0.33333334,0.4,0.0,1.0,0.0,1.0,1.0,0,0,5.345887497338987,0.5844936845765563,3
49,41,1.0,0.2605331,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0,0,1.9129090574539367,0.3705857446261114,2
21,156,1.0,0.45743766,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0,0,2.058710621577479,0.4195226546429582,2
16,202,1.0,0.52880484,0.0,0.0,0.0,0.6666667,0.0,0.0,1.0,0,0,3.0917298075146853,0.3121135621395368,1
44,58,0.6,0.9449699,0.0,0.0,0.85714287,0.33333334,0.0,0.0,0.2,0,1,3.7249916127192,0.3548808407820755,2
46,42,1.0,0.7910576,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0,1,5.423253069657525,0.3567177146672697,2
13,79,1.0,0.8073947,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.957435336037112,-0.1055591804748517,0
16,81,1.0,0.44024077,0.0,0.0,1.0,0.11111111,0.0,0.0,1.0,0,0,3.351456229096044,0.4392515724553913,2
14,20,1.0,0.3172829,0.0,0.75,0.2857143,0.0,0.0,0.0,0.0,0,0,2.384065443793705,0.2999897982251419,1
40,223,0.8,0.5176268,0.0,0.0,0.71428573,0.0,0.0,0.0,0.0,0,1,2.902569562334928,0.1426403857096327,1
12,38,0.8,0.40670678,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.163445345798182,0.3202500257949879,2
32,235,1.0,0.6921754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,3.724694964459153,0.3499439687403823,2
15,247,1.0,0.4411006,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,1,4.011547439690813,0.361364798187915,2
23,9,0.8,0.81857264,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,3.695630069450136,0.3791173398625855,2
28,225,0.6,0.8211522,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1,2.6362723596134217,0.2722028123187556,1
39,191,0.8,0.55803955,0.0,0.0,0.0,0.41666666,0.0,0.0,1.0,0,0,2.694664447355237,0.1990656513904382,1
18,92,1.0,0.6629407,0.0,0.2,0.0,0.33333334,0.0,0.0,1.0,0,0,3.204569364500874,0.4157357170228206,2
42,62,0.8,0.74978507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2.4958510620336463,0.3752582034096969,2
5,173,1.0,0.45313844,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0,0,1.7082656104227216,0.2382643216541168,1
36,10,1.0,0.7153912,0.0,0.0,1.0,0.083333336,0.375,0.0,1.0,0,0,4.215107787983436,0.4014372357490421,2
19,126,1.0,0.90799654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.8725875421068023,0.1384781810277229,1
12,137,1.0,0.5227859,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0,0,2.713573598154328,0.385228487657294,2
31,104,0.6,0.5356836,0.0,0.0,0.5714286,0.0,0.0,0.0,1.0,0,1,3.647788786438818,0.367395485568843,2
42,184,1.0,0.9974205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.961447341877265,0.3155967405833478,1
34,124,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.5914235171315667,0.3200670456404132,2
26,168,1.0,0.82975066,0.0,0.0,0.0,0.6666667,0.0,0.0,1.0,0,0,3.581944421086249,0.3460959307501431,2
31,139,0.6,0.25967327,0.0,0.0,0.42857143,1.0,0.0,0.0,1.0,0,0,3.3836138111298726,0.2481911354203907,1
21,9,1.0,0.96302664,0.0,0.0,1.0,0.11111111,0.0,0.0,0.0,0,0,3.123763210499482,0.2644804212711665,1
