qId,kId,Education,City,Skills,SoftSkills,Age,Language,Certificates,Experience,Salary,SmartWork,Experience_abroad,score,w_score,labels
5,95,0.8,0.40670678,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3.3200672591744835,0.2711389300292158,1
36,96,1.0,1.0,0.5,0.8,1.0,0.0,1.0,1.0,0.6,0,0,6.911633120656839,0.6627648865924295,3
48,6,1.0,0.4772141,0.0,0.0,0.2857143,0.25,0.0,0.0,0.0,0,0,2.0106286188928637,0.366318947194441,2
40,214,0.6,0.94582975,0.0,0.25,0.85714287,0.0,0.0,0.0,0.0,0,0,2.4905430050103274,0.0017297444889947,0
41,78,1.0,0.33791918,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0,0,3.834405491442277,0.5852119152624087,3
38,284,1.0,0.23989682,0.0,0.0,0.5714286,0.0,0.75,0.0,1.0,0,1,4.427050486689156,0.382317901316125,2
19,266,0.8,0.8194325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.767204601632465,0.1847359632106377,1
14,263,1.0,0.36973345,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0,0,3.6126356195760576,0.2674808244189285,1
34,212,1.0,0.65692174,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0,0,2.185065637847261,0.0331935974546144,0
38,42,1.0,0.3877902,0.0,0.0,0.71428573,0.0,0.5,0.0,1.0,0,1,4.697902469557056,0.4243223873977901,2
45,273,1.0,0.9140155,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0,0,3.067089846108808,0.2030043983651387,1
18,193,0.8,0.8151333,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0,0,1.842045758179735,0.0404129453961809,0
14,186,0.8,1.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,0,0,5.057146887572028,0.4318639949025462,2
32,100,0.8,0.63714534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.4581001938612994,0.123283211212654,1
25,216,0.6,0.63800514,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0,3.750750086672263,0.2821374823718974,1
35,279,1.0,0.8727429,0.0,0.0,0.2857143,0.0,0.0,0.0,0.0,0,1,3.2415005060045203,0.1715598174357498,1
13,195,1.0,0.97936374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,3.964601683151365,0.3542065370540689,2
13,224,1.0,0.9905417,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1,0,5.359514676241819,0.4100135310006215,2
22,201,1.0,0.49355116,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,5.544932703704303,0.368405378590284,2
34,190,0.6,0.99312127,0.33333334,1.0,0.0,0.0,0.0,1.0,1.0,0,0,4.661350632411019,0.4004041454061051,2
19,1,1.0,0.9681857,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,4.923703043185128,0.3494026247614102,2
9,233,1.0,0.84436804,0.0,0.0,0.5714286,0.33333334,0.0,0.0,1.0,0,0,3.759574248575626,0.3452877478472521,2
37,265,1.0,0.7927773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3.911300992713743,0.440003356608324,2
38,250,1.0,0.25795355,0.0,0.0,0.2857143,0.5,0.5,0.0,1.0,0,1,4.543892161304393,0.3358944137259209,2
18,297,0.8,0.96474636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.751525799957032,0.2373133088049829,1
12,235,1.0,0.7566638,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.805801494562388,0.3033624088959608,1
2,19,0.4,0.97936374,0.0,0.0,0.5714286,1.0,0.0,0.0,1.0,0,0,3.954158973720227,0.371669537846135,2
48,108,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3.9545351525801378,0.4804469053766712,2
41,62,1.0,0.7876182,0.0,0.0,0.85714287,0.33333334,0.71428573,0.0,0.0,0,0,3.8168589163677855,0.3765889026477976,2
41,196,1.0,1.0,0.0,0.0,1.0,0.0,0.71428573,0.0,0.0,0,0,3.791116522315947,0.326174407429609,2
48,89,1.0,0.65692174,0.0,0.33333334,1.0,0.0,0.4,0.0,0.0,0,0,3.405050139911523,0.1880008811739289,1
31,26,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,5.060251858280537,0.3886243432803863,2
2,221,1.0,0.46259674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2.494066076684585,0.2960629345858599,1
10,188,0.8,0.82545143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.604949470565349,0.3195898119374982,2
5,19,0.6,0.9750645,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.402386178987805,0.3052267697669469,1
17,175,1.0,0.8538263,0.0,0.33333334,1.0,0.0,0.0,0.0,1.0,0,0,4.103794863822601,0.2309759614486345,1
25,32,0.8,0.9638865,0.0,0.33333334,0.2857143,0.5,0.0,0.0,1.0,0,0,3.9871788050454353,0.2894714792196047,1
21,135,1.0,0.97420466,0.0,0.0,0.71428573,0.0,0.0,0.0,0.0,0,0,2.777531685187068,0.4736426601457379,2
28,41,0.6,0.28804815,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0,0,2.150767794995469,0.3335347023376328,2
16,149,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,3.6511172400419527,0.2028677426758418,1
17,20,1.0,0.6216681,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0,0,1.9541537655128896,0.3869852640273435,2
